path,label,name,prediction
C:/Users/tuana/Project_SLC/alldata/val/0/im 003303.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003304.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003305.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003306.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003307.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003308.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003309.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003310.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003311.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003312.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003313.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003314.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003315.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003316.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003317.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003318.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003319.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003320.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003321.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003322.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003323.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003324.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003325.jpg,0,0,21
C:/Users/tuana/Project_SLC/alldata/val/0/im 003326.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003327.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003328.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003329.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003330.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003331.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003332.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003333.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003334.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003335.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003336.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003337.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003338.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003339.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003340.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003341.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003342.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003343.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003344.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003345.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003346.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003347.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003348.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003349.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003350.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003351.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003352.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003353.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003354.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003355.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003356.jpg,0,0,14
C:/Users/tuana/Project_SLC/alldata/val/0/im 003357.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003358.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/0/im 003359.jpg,0,0,0
C:/Users/tuana/Project_SLC/alldata/val/1/im 005706.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005707.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005708.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005709.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005710.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005711.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005712.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005713.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005714.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005715.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005716.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005717.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005718.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005719.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005720.jpg,1,1,2
C:/Users/tuana/Project_SLC/alldata/val/1/im 005721.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005722.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005723.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005724.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005725.jpg,1,1,26
C:/Users/tuana/Project_SLC/alldata/val/1/im 005726.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005727.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005728.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005729.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005730.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005731.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005732.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005733.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005734.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005735.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005736.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005737.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005738.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005739.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005740.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005741.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005742.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005743.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005744.jpg,1,1,15
C:/Users/tuana/Project_SLC/alldata/val/1/im 005745.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005746.jpg,1,1,12
C:/Users/tuana/Project_SLC/alldata/val/1/im 005747.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005748.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005749.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005750.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005751.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005752.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005753.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005754.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005755.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005756.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005757.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005758.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005759.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005760.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005761.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005762.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005763.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005764.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005765.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005766.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005767.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005768.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005769.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005770.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005771.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005772.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005773.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005774.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005775.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005776.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005777.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005778.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005779.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005780.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005781.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005782.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005783.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005784.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005785.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005786.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005787.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005788.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005789.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005790.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005791.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005792.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005793.jpg,1,1,9
C:/Users/tuana/Project_SLC/alldata/val/1/im 005794.jpg,1,1,15
C:/Users/tuana/Project_SLC/alldata/val/1/im 005795.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005796.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005797.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005798.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005799.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005800.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005801.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005802.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005803.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005804.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/1/im 005805.jpg,1,1,1
C:/Users/tuana/Project_SLC/alldata/val/2/im 019851.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019852.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019853.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019854.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019855.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019856.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019857.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019858.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019859.jpg,2,2,9
C:/Users/tuana/Project_SLC/alldata/val/2/im 019860.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019861.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019862.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019863.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019864.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019865.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019866.jpg,2,2,6
C:/Users/tuana/Project_SLC/alldata/val/2/im 019867.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019868.jpg,2,2,1
C:/Users/tuana/Project_SLC/alldata/val/2/im 019869.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019870.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019871.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019872.jpg,2,2,7
C:/Users/tuana/Project_SLC/alldata/val/2/im 019873.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019874.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019875.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019876.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019877.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019878.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019879.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019880.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019881.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019882.jpg,2,2,9
C:/Users/tuana/Project_SLC/alldata/val/2/im 019883.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019884.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019885.jpg,2,2,6
C:/Users/tuana/Project_SLC/alldata/val/2/im 019886.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019887.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019888.jpg,2,2,1
C:/Users/tuana/Project_SLC/alldata/val/2/im 019889.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019890.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019891.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019892.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019893.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019894.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019895.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019896.jpg,2,2,3
C:/Users/tuana/Project_SLC/alldata/val/2/im 019897.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019898.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019899.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019900.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019901.jpg,2,2,9
C:/Users/tuana/Project_SLC/alldata/val/2/im 019902.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019903.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019904.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019905.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019906.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019907.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019908.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019909.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019910.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019911.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019912.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019913.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019914.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019915.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019916.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019917.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019918.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019919.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019920.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019921.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019922.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019923.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019924.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019925.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019926.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019927.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019928.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019929.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019930.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019931.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019932.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019933.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019934.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019935.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019936.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019937.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019938.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019939.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019940.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019941.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019942.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019943.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019944.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019945.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019946.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019947.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019948.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019949.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/2/im 019950.jpg,2,2,2
C:/Users/tuana/Project_SLC/alldata/val/3/im 017407.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017408.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017409.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017410.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017411.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017412.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017413.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017414.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017415.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017416.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017417.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017418.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017419.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017420.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017421.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017422.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017423.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017424.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017425.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017426.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017427.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017428.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017429.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017430.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017431.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017432.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017433.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017434.jpg,3,3,2
C:/Users/tuana/Project_SLC/alldata/val/3/im 017435.jpg,3,3,9
C:/Users/tuana/Project_SLC/alldata/val/3/im 017436.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017437.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017438.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017439.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017440.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017441.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017442.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017443.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017444.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017445.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017446.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017447.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017448.jpg,3,3,2
C:/Users/tuana/Project_SLC/alldata/val/3/im 017449.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017450.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017451.jpg,3,3,6
C:/Users/tuana/Project_SLC/alldata/val/3/im 017452.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017453.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017454.jpg,3,3,3
C:/Users/tuana/Project_SLC/alldata/val/3/im 017455.jpg,3,3,3
